Climatic_zone,Vegetation_type,Sample_size,MAP,Soil_MAT,LAI,Mean_pH,CUEst
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.171
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.247
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.142
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.193
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.132
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.181
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.124
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.344
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.295
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.239
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.205
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.197
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.339
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.192
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.234
Tropical,Evergreen Broadleaf forest,1,2399,24.33333333,3.035,6.05,0.155
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.243
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.195
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.247
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.254
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.3
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.309
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.314
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.217
Tropical,Evergreen Broadleaf forest,1,2399,25.53333346,3.035,5.386,0.264
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.181
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.283
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.199
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.194
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.248
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.246
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.242
Tropical,Evergreen Broadleaf forest,1,2399,25.05999985,3.035,6.388,0.122
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.121
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.177
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.236
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.172
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.134
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.177
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.237
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.129
Tropical,Evergreen Broadleaf forest,1,2399,24.1500001,3.035,5.948,0.2
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.213
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.242
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.198
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.242
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.283
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.239
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.271
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.105
Tropical,Evergreen Broadleaf forest,1,2443,24.44999981,3.035,5.365,0.294
Tropical,Evergreen Broadleaf forest,1,2443,24.0250001,3.035,5.971,0.314
Tropical,Evergreen Broadleaf forest,1,2443,24.0250001,3.035,5.971,0.3
Tropical,Evergreen Broadleaf forest,1,2443,24.0250001,3.035,5.971,0.35
Tropical,Evergreen Broadleaf forest,1,2443,24.0250001,3.035,5.971,0.338
Tropical,Evergreen Broadleaf forest,1,2443,24.0250001,3.035,5.971,0.343
Tropical,Evergreen Broadleaf forest,1,2443,24.0250001,3.035,5.971,0.286
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.359
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.307
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.279
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.342
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.245
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.303
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.287
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.273
Tropical,Evergreen Broadleaf forest,1,2443,24.17499971,3.035,6.299,0.337
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.355
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.238
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.218
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.218
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.15
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.228
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.234
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.158
Tropical,Evergreen Broadleaf forest,1,2399,24.4000001,3.035,6.132,0.196
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,4.947,0.342
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,4.947,0.339
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,4.947,0.299
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,4.947,0.351
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,4.947,0.345
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,4.947,0.316
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,5.013,0.357
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,5.013,0.344
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,5.013,0.354
Tropical,Evergreen Broadleaf forest,1,2443,24.3499999,3.035,5.013,0.346
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.32
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.223
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.178
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.29
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.294
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.184
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.144
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.17
Tropical,Evergreen Broadleaf forest,1,2392,24.5,2.741,5.937,0.165
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.185
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.191
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.164
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.131
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.175
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.141
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.151
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.101
Tropical,Evergreen Broadleaf forest,1,2392,24.19999981,2.741,6.239,0.152
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.265
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.221
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.191
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.242
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.317
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.278
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.276
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.267
Tropical,Evergreen Broadleaf forest,1,2392,24.79999987,2.741,6.388,0.209
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.203
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.214
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.184
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.203
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.22
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.149
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.194
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.156
Tropical,Evergreen Broadleaf forest,1,2392,24.9000001,2.741,6.361,0.247
Tropical,Evergreen Broadleaf forest,1,2545,24.36666616,3.035,4.606,0.261
Tropical,Evergreen Broadleaf forest,1,2545,24.36666616,3.035,4.606,0.156
Tropical,Evergreen Broadleaf forest,1,2545,24.36666616,3.035,4.606,0.216
Tropical,Evergreen Broadleaf forest,1,2545,24.36666616,3.035,4.606,0.253
Tropical,Evergreen Broadleaf forest,1,2545,24.36666616,3.035,4.606,0.224
Tropical,Evergreen Broadleaf forest,1,2545,24.36666616,3.035,4.606,0.171
Tropical,Evergreen Broadleaf forest,1,2545,24.46666654,3.035,4.543,0.218
Tropical,Evergreen Broadleaf forest,1,2545,24.46666654,3.035,4.543,0.269
Tropical,Evergreen Broadleaf forest,1,2545,24.46666654,3.035,4.543,0.303
Tropical,Evergreen Broadleaf forest,1,2545,24.46666654,3.035,4.543,0.29
Tropical,Evergreen Broadleaf forest,1,2545,24.46666654,3.035,4.543,0.248
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.164
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.235
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.146
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.216
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.251
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.18
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.32
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.26
Tropical,Evergreen Broadleaf forest,1,2327,24.13333321,2.741,5.811,0.239
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.221
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.239
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.154
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.149
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.225
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.212
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.234
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.249
Tropical,Evergreen Broadleaf forest,1,2327,24.0999999,2.741,6.23,0.28
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.746,0.311
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.746,0.326
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.746,0.271
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.746,0.336
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.746,0.293
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.746,0.333
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.334
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.322
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.331
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.335
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.282
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.298
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.285
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.31
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.272
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.289
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.338
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.351
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.249
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.278
Tropical,Evergreen Broadleaf forest,1,2399,24.2249999,3.035,5.865,0.32
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.215
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.253
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.201
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.231
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.247
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.223
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.334
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.231
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.239
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.327
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.229
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.258
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.258
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.267
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.22
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.216
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.237
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.265
Tropical,Evergreen Broadleaf forest,1,2540,24.25,3.035,4.71,0.19
Tropical,Evergreen Broadleaf forest,1,2540,24.2750001,3.035,5.78,0.225
Tropical,Evergreen Broadleaf forest,1,2540,24.2750001,3.035,5.78,0.153
Tropical,Evergreen Broadleaf forest,1,2540,24.2750001,3.035,5.78,0.168
Tropical,Evergreen Broadleaf forest,1,2540,24.2750001,3.035,5.78,0.249
Tropical,Evergreen Broadleaf forest,1,2540,24.2750001,3.035,5.78,0.204
Tropical,Evergreen Broadleaf forest,1,2540,24,3.035,4.396,0.331
Tropical,Evergreen Broadleaf forest,1,2540,24,3.035,4.396,0.26
Tropical,Evergreen Broadleaf forest,1,2540,24,3.035,4.396,0.243
Tropical,Evergreen Broadleaf forest,1,2540,24,3.035,4.396,0.326
Tropical,Evergreen Broadleaf forest,1,2540,24,3.035,4.396,0.291
Tropical,Evergreen Broadleaf forest,1,2693,21.7750001,0.063,5.022,0.36
Tropical,Evergreen Broadleaf forest,1,2693,21.7750001,0.063,5.022,0.395
Tropical,Evergreen Broadleaf forest,1,2693,21.7750001,0.063,5.022,0.281
Tropical,Evergreen Broadleaf forest,1,2693,21.7750001,0.063,5.022,0.323
Tropical,Evergreen Broadleaf forest,1,2327,26.2249999,2.741,6.636,0.157
Tropical,Evergreen Broadleaf forest,1,2327,26.2249999,2.741,6.636,0.199
Tropical,Evergreen Broadleaf forest,1,2327,26.2249999,2.741,6.636,0.163
Tropical,Evergreen Broadleaf forest,1,2327,26.2249999,2.741,6.636,0.16
Tropical,Evergreen Broadleaf forest,1,2327,26.2249999,2.741,6.636,0.141
Tropical,Evergreen Broadleaf forest,1,2327,25.57500029,2.741,6.318,0.177
Tropical,Evergreen Broadleaf forest,1,2327,25.57500029,2.741,6.318,0.128
Tropical,Evergreen Broadleaf forest,1,2327,25.57500029,2.741,6.318,0.07
Tropical,Evergreen Broadleaf forest,1,2327,25.57500029,2.741,6.318,0.323
Tropical,Evergreen Broadleaf forest,1,2327,25.57500029,2.741,6.318,0.157
Tropical,Evergreen Broadleaf forest,1,2450,25.75,2.741,4.236,0.26
Tropical,Evergreen Broadleaf forest,1,2450,25.75,2.741,4.236,0.251
Tropical,Evergreen Broadleaf forest,1,2450,25.75,2.741,4.236,0.33
Tropical,Evergreen Broadleaf forest,1,2450,25.75,2.741,4.236,0.352
Tropical,Evergreen Broadleaf forest,1,2450,25.75,2.741,4.236,0.222
Tropical,Evergreen Broadleaf forest,1,2443,24.86666679,3.035,4.974,0.25
Tropical,Evergreen Broadleaf forest,1,2443,24.86666679,3.035,4.974,0.268
Tropical,Evergreen Broadleaf forest,1,2443,24.86666679,3.035,4.974,0.261
Tropical,Evergreen Broadleaf forest,1,2443,24.86666679,3.035,4.974,0.248
Tropical,Evergreen Broadleaf forest,1,2443,24.86666679,3.035,4.974,0.285
Tropical,Evergreen Broadleaf forest,1,2443,25.07500029,3.035,6.038,0.191
Tropical,Evergreen Broadleaf forest,1,2443,25.07500029,3.035,6.038,0.217
Tropical,Evergreen Broadleaf forest,1,2443,25.07500029,3.035,6.038,0.246
Tropical,Evergreen Broadleaf forest,1,2443,25.07500029,3.035,6.038,0.317
Tropical,Evergreen Broadleaf forest,1,2443,25.07500029,3.035,6.038,0.237
Tropical,Evergreen Broadleaf forest,1,2443,25.23333359,3.035,5.762,0.212
Tropical,Evergreen Broadleaf forest,1,2443,25.23333359,3.035,5.762,0.285
Tropical,Evergreen Broadleaf forest,1,2443,25.23333359,3.035,5.762,0.311
Tropical,Evergreen Broadleaf forest,1,2443,25.23333359,3.035,5.762,0.251
Tropical,Evergreen Broadleaf forest,1,2443,25.23333359,3.035,5.762,0.306
Tropical,Evergreen Broadleaf forest,1,2327,24.43999977,2.741,6.294,0.207
Tropical,Evergreen Broadleaf forest,1,2327,24.43999977,2.741,6.294,0.201
Tropical,Evergreen Broadleaf forest,1,2327,24.43999977,2.741,6.294,0.22
Tropical,Evergreen Broadleaf forest,1,2327,24.43999977,2.741,6.294,0.249
Tropical,Evergreen Broadleaf forest,1,2327,24.43999977,2.741,6.294,0.216
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.167
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.289
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.281
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.3
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.348
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.35
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.331
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.33
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.308
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.242
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.22
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.331
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.249
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.201
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.237
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.277
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.342
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.287
Tropical,Evergreen Broadleaf forest,1,2327,24.99999952,2.741,5.6,0.304
Tropical,Evergreen Broadleaf forest,1,2327,23.96666654,2.741,6.404,0.344
Tropical,Evergreen Broadleaf forest,1,2327,23.96666654,2.741,6.404,0.298
Tropical,Evergreen Broadleaf forest,1,2327,23.96666654,2.741,6.404,0.224
Tropical,Evergreen Broadleaf forest,1,2327,23.96666654,2.741,6.404,0.207
Tropical,Evergreen Broadleaf forest,1,2327,23.96666654,2.741,6.404,0.19
Tropical,Evergreen Broadleaf forest,1,2450,26.375,2.741,6.392,0.156
Tropical,Evergreen Broadleaf forest,1,2450,26.375,2.741,6.392,0.215
Tropical,Evergreen Broadleaf forest,1,2450,26.375,2.741,6.392,0.217
Tropical,Evergreen Broadleaf forest,1,2450,26.375,2.741,6.392,0.137
Tropical,Evergreen Broadleaf forest,1,2450,26.375,2.741,6.392,0.268
Tropical,Evergreen Broadleaf forest,1,2424,24.39999962,2.186,4.646,0.302
Tropical,Evergreen Broadleaf forest,1,2424,24.39999962,2.186,4.646,0.203
Tropical,Evergreen Broadleaf forest,1,2424,24.39999962,2.186,4.646,0.275
Tropical,Evergreen Broadleaf forest,1,2424,24.39999962,2.186,4.646,0.324
Tropical,Evergreen Broadleaf forest,1,2424,24.39999962,2.186,4.646,0.357
Tropical,Evergreen Broadleaf forest,1,2424,24.375,2.186,5.58,0.264
Tropical,Evergreen Broadleaf forest,1,2424,24.375,2.186,5.58,0.215
Tropical,Evergreen Broadleaf forest,1,2424,24.375,2.186,5.58,0.252
Tropical,Evergreen Broadleaf forest,1,2424,24.375,2.186,5.58,0.251
Tropical,Evergreen Broadleaf forest,1,2424,24.375,2.186,5.58,0.199
Tropical,Evergreen Broadleaf forest,1,2382,25.92499971,2.186,5.33,0.255
Tropical,Evergreen Broadleaf forest,1,2382,25.92499971,2.186,5.33,0.189
Tropical,Evergreen Broadleaf forest,1,2382,25.92499971,2.186,5.33,0.315
Tropical,Evergreen Broadleaf forest,1,2382,25.92499971,2.186,5.33,0.223
Tropical,Evergreen Broadleaf forest,1,2382,25.92499971,2.186,5.33,0.21
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,7.114,0.164
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,7.114,0.215
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,7.114,0.15
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,7.114,0.172
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,7.114,0.149
Tropical,Evergreen Broadleaf forest,1,2440,24.66666667,2.741,7.332,0.206
Tropical,Evergreen Broadleaf forest,1,2440,24.66666667,2.741,7.332,0.137
Tropical,Evergreen Broadleaf forest,1,2440,24.66666667,2.741,7.332,0.151
Tropical,Evergreen Broadleaf forest,1,2440,24.66666667,2.741,7.332,0.121
Tropical,Evergreen Broadleaf forest,1,2440,24.66666667,2.741,7.332,0.268
Tropical,Evergreen Broadleaf forest,1,2177,25.875,2.274,6.73,0.246
Tropical,Evergreen Broadleaf forest,1,2177,25.875,3.035,6.73,0.12
Tropical,Evergreen Broadleaf forest,1,2177,25.875,3.035,6.73,0.122
Tropical,Evergreen Broadleaf forest,1,2177,25.875,0.701,6.73,0.238
Tropical,Evergreen Broadleaf forest,1,2177,25.875,3.035,6.73,0.119
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,3.035,6.58,0.178
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,0.635,6.58,0.164
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,1.046,6.58,0.21
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,2.741,6.58,0.138
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,2,6.58,0.206
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,1.959,6.58,0.29
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,3.646,6.58,0.25
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,1.804,6.58,0.288
Tropical,Evergreen Broadleaf forest,1,2856,25.55000019,2.186,5.414,0.284
Tropical,Evergreen Broadleaf forest,1,2856,25.55000019,2.186,5.414,0.283
Tropical,Evergreen Broadleaf forest,1,2856,25.55000019,2.186,5.414,0.307
Tropical,Evergreen Broadleaf forest,1,2856,25.55000019,2.186,5.414,0.301
Tropical,Evergreen Broadleaf forest,1,2856,24.27499962,2.186,4.258,0.231
Tropical,Evergreen Broadleaf forest,1,2856,24.27499962,2.186,4.258,0.271
Tropical,Evergreen Broadleaf forest,1,2856,24.06666629,2.186,4.968,0.341
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.718,0.269
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.718,0.32
Tropical,Evergreen Broadleaf forest,1,2856,23.54999971,2.186,5.718,0.269
Tropical,Evergreen Broadleaf forest,1,2856,23.92500019,2.186,5.364,0.329
Tropical,Evergreen Broadleaf forest,1,2856,23.92500019,2.186,5.364,0.32
Tropical,Evergreen Broadleaf forest,1,2856,23.92500019,2.186,5.364,0.329
Tropical,Evergreen Broadleaf forest,1,2856,23.9749999,2.186,5.176,0.357
Tropical,Evergreen Broadleaf forest,1,2856,23.9749999,2.186,5.176,0.322
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,3.035,3.342,0.347
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,2.741,3.342,0.332
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,2.186,3.342,0.357
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,3.035,3.342,0.294
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,3.035,3.342,0.296
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,2.186,3.342,0.303
Tropical,Evergreen Broadleaf forest,1,2177,26.77499962,0.104,6.545,0.358
Tropical,Evergreen Broadleaf forest,1,1079,26.77499962,0.104,6.545,0.242
Tropical,Evergreen Broadleaf forest,1,1079,26.77499962,0.104,6.545,0.215
Tropical,Evergreen Broadleaf forest,1,2177,26.77499962,0.104,6.545,0.344
